Unnamed: 0,Unnamed: 0,Date,Reviews,Ratings,Serial,Name
4584,0,21-Jun-20,"Terribly disappointed in my experience at San Marcos Chrysler/Dodge/Jeep.. First time ever buying a used vehicle, and the dealership refused to honor the advertised price online. Once I agreed to the price as advertised online (on several websites), test drove the vechicle, paid a mechanic to look it and was literally returning to the dealership to purchase the vechicle I was informed that there was a $2,396 addendum to the vechicle price. I was informed by the used car sales manager that this addendum is added to the cost of all used vehicles at this dealership. The addendum included such things as window tinting, paint protection plan,  nitro added to the tires and VIN etching. I informed the used car sales manager that I was never told about the addendum (the sales associate confirmed he never disclosed it to me until 10 minutes before I returned to the lot) and I told the used car sales manager that I did not want these services. I was happy to waive them and purchase the vechicle as originally planned. He informed me that these items and costs were already performed and built into their price on the vechicle but not included in the online price. I informed him that the windows on the vechicle were not even to tinted to which he offered to have them tinted in the future but that he would not/could not waive the cost. I then informed him that I would waive any possible claim under the paint protection plan, he said that too was included in the price of the vechicle. When I asked to see the terms of the paint protection plan I was informed that there are no written details/contract, but rather I should
just come back to the dealership if there was an issue in the future. When I asked for proof that I was purchasing the paint protection plan I was informed there was no paperwork available to verify that either. 

I ended up purchasing the vechicle because I had already invested time and money (mechanic review) into the vechicle, but It was an absolutely horrible experience. You may expect this type of treatment and dishonest advertising and dealing from a typical used car lot but I expect a much higher degree of professionalism and experience at a franchise dealership. I believe the manufacturer should review the practices of this dealership before renewing or expanding their franchise.

I also asked the used car sales manager for an opportunity to visit with the general manager only to be informed that he was unavailable and that they would not try and contact him.

Terribly disappointed in San Marcos Chrysler/Dodge/Jeep.",1,327,Texas_without_threshold\Chrysler45 Reviews of San Marcos Chrysler Dodge Jeep Ram.csv
8894,0,19-Jun-20,"Bait and switch.  Don’t waste your time calling this dealership.  Everything that is wrong with the new car buying experience.    

Listed a car online at $65K.  Changed the price to $71K when they sent the deal sheet over. 
Unless you need nitrogen and blue car steel don’t waste your time...",1,524,Texas_without_threshold\Ford29 Reviews of Friendly Ford of Crosby.csv
3336,1,12-Jun-20,"Was told ""don't waste your drive "" when wanting to buy car at listing price but wouldn't pay for sealant or protectant add ons.",1,263,Texas_without_threshold\Chrysler150 Reviews of Clear Lake Dodge Chrysler Jeep FIAT.csv
18460,0,11-Jun-20,"Found a truck on Autotrader, also looked it up on the dealership website, and sent an inquiry from their website. Asked for the out the door (OTD) price in the initial inquiry. Received a response from two different individuals from the sales department, neither addressed, nor included the OTD quote. Most places require two prompts for the OTD price, so nothing out of the ordinary yet.

One response included the subject “Crest Nissan is honored to assist you”. Sounds good, but as the communications continue, seemingly just empty words in the end, no substance. The email I received from the “Internet Sales Manager” included this phrase: “My ultimate goal is to make sure you have an exceptional experience here at Crest Nissan, and to make sure you have all the information you need to make an informed decision.” More placebo.

Also of note is that when I first found the truck the advertised price on both platforms was $16498. That was Saturday, and by Sunday it was $17548. A couple of days later it showed to be $16952, with a note on one of the pictures of the truck (on their website) price lowered! Is it really lowered when you raised the price previously? And on 6/11/2020 the price shows $16948.

Asked for the OTD price a third time, still no response, just another question about when I could come see the truck. At this point I began to question the lack of pricing transparency, first red flag. Second red flag, the changing sales price.

I requested the OTD price again explaining that my financial institution needed to know the OTD price to provide an accurate interest rate, since that is based on the loan to value ratio. I did not hear back from Shon (he might have been busy, or off that day), so I forwarded the email to Mark. I was then informed of this bit of info by Mark: “We price our vehicles assuming our customers will be financing with us.” Reading between the lines I asked if this meant the price of the truck would be higher if I had my own financing. Mark replied with: “It's 10% higher, and we can most likely get whatever your bank is giving you.” Third red flag! This was not disclosed anywhere on either platform.

Why would a stealership “force” you to finance with them??? So they can make their money on an inflated interest rate. The advice has always been, have your financing lined up prior to stepping foot into a dealership. This is helpful in determining how much you are able to borrow, and the interest rate, which too will impact what you can afford on a monthly basis… remember the phrase “to make sure you have all the information you need to make an informed decision.”

Oddly enough I also received an email from the Internet Sales Director to check in with me. His email included this phrase: “I also wanted to let you know about our Best Price Guarantee and our 3-day, no hassle, return policy. Overall, I want to make sure you are completely satisfied! “

I replied to the Internet Sales Director to state my observations up to this point. It appears that this was forwarded to Shon, who then replied. In his reply he stated: “negotiations are always done best in person to make sure you're serious, and not curious”. The reason for internet departments is to cut through the chase, agree on a price (which is listed online), and barring any issues with the vehicle makes it a done deal. Regarding “serious, and not curious”, does that not contradict the “make an informed decision” comment? If you are not willing to inform a curious customer, he will not turn into a serious buyer.

He also stated: “If you would like me to print the numbers up for you so we can work a deal before you arrive, I have no problem with that.” To which I commented “I have asked for the out the door price three, or four times, so I am unclear as to why this would still be a question at this point.” Regarding his statement “So we can work a deal before I arrive” What is there left to negotiate? The price should be the advertised price, plus applicable taxes (inventory tax, sales tax, title & registration fees), and any document fees your dealership charges.”

When I inquired with my financial institution about an estimated OTD price of $18500, that was already at 108% loan to value. So if Crest were to add many of the fees on that are mentioned in many of other reviews, it would increase the interest rate even more.

Oddly enough, no response back from Shon, not even 24 hours later - why would that be? Because he already knows that the bogus, and unrealistic additional charges will not be accepted? It makes it appear as they only like to deal with customers they can bully, or are so timid that they will just accept all of the charges they want to tack on, after they get you in the door. Any dealership that is truly transparent with their pricing will let you know up front what the out the door price is and honor it when you walk in the door.

Many reviews have mentioned this stealerships practice of listing a sales price, want you to come into the stealership and then inflate the price. As well as wanting to run a credit check right away. 

Most dealerships have adopted to the new age, this dealership appears to still use sales tactics from the 1970's.

Same standard reply on negative reviews: ""we take customer satisfaction very seriously here at Crest Nissan, and we’d love to hear more about your experience."" How about fixing the issues from the start, change your unprofessional business tactics, and you will not have a need to fix them after the fact.

When reviewers mention the additional charges for dealer prep, etc. that they refused to pay the response from Crest is usually ""Unfortunately, we are not always able to come to an agreement on pricing"". This has nothing to do with ""pricing"", you advertised a sales price online, that:
a. you increase when outside financing is used
b. apparently charge for certified warranties on vehicle that were advertised as certified to begin with
c. apparently  charge dealer prep/dealer added ""options"" on used cars",1,1084,Texas_without_threshold\Nissan38 Reviews of Crest Nissan.csv
22816,3,08-Jun-20,"Extremely frustrating experience. They throw in so many outrageous hidden fees that they say are “required.” They gave me a really good price, which I then FLEW OUT FROM COLORADO FOR. Only to be told that wasn’t the price and there was nothing they could do about it because “it’s already priced so low we are losing money on it.” Typical salesman BS. They put in certifications and Apex system and claimed that they were 100% required if I wanted to purchase this vehicle. The finance manager is truly a xxxxxxx and snuck in a bunch of different warranties that he claimed were apart of the “required certification.” Do not buy from this dealer. ",1,1288,Texas_without_threshold\Toyota44 Reviews of Toyota of Boerne.csv
3923,0,03-Jun-20,"I called up looking to but a Jeep Wrangler Rubicon for 47K and when asked about it I was told that they add $2,988 for a protection package to all new vehicles( nitro, tint, lojack, and some 10k if your car is stolen). I said I didn't want any of that I since it seemed like it hadn't been added and was not on the website didn't seem like it was a requirement. I was told well if you don't get it then we will just add 3k to the top of the price to make up for losses. I said ""Thanks, but that is not on the website and I was calling because you have the lowest price around"". Before I could finish the sentence they hung up on me. Very rude and misleading advertising. Will never buy from this dealership and I hope nobody does.",1,291,Texas_without_threshold\Chrysler22 Reviews of Mac Haik Dodge Chrysler Jeep.csv
2125,0,27-May-20,If i could give negative starts I would. This was the worst experiencesI have had buying a truck. Ancira has yet to fix problems they said they would do in writing. I would pay more money to buy else where then to deal with the used car corruption of Ancira.  They will not return emails or calls. My salesman totally blew me off. He was more interested in his commission then providing customer service and doing what he promised in writing. I will not even have my vehicle serviced by Ancira for fear of them screwing it up and not doing what they said they would do.,1,164,Texas_without_threshold\Chevrolet19 Reviews of Ancira Winton Chevrolet .csv
9996,0,27-May-20,"sold me a extra policy for the inside of my car said if anything damaged it just pay a small deductable and it would be fixed. not the case seems sabine needs an extra 400 to do the job, makes the policy not quite what was represented. ",1,586,Texas_without_threshold\Ford7 Reviews of Sabine River Ford.csv
3606,0,26-May-20,"I received an email from Billy Bolding of a Truecar price and agreed to pay that price.
Then Billy comes out and says ""Someone got in our system and lowered the price we can't sell it for that price"" (I have it in writing from him). Then he says he can sell it for several thousand more do I still want it??? really??? why not what you put on paper? why not the truecar price we agreed to?",1,285,Texas_without_threshold\Chrysler20 Reviews of Huffines Chrysler Jeep Dodge Ram Plano.csv
17853,3,25-May-20,"IF I COULD I WOULD GIVE THIS DEALER A NEGATIVE RATING!!!!!!!!!!!!

I currently Have a 2018 Nissan Armada,   Like it except two things, outdated technology and bad gas mileage.   However this dealer promoted 0% interest rates this weekend and reached out to ask questions about  2020 models, if technology had been updated since 2018, their advertised discounts on the vehicle I was interested in and the 0% interest rates.  Financially it would make sense to buy a new 2020 vehicle at 0% interest  vs. keeping my current vehicle at my current rate.   

I chatted with or spoke to 4-5 ppl over 3 days.  I even texted with a finance manager who verified the car had Apple Car Play and Also said I could 0% interest based on my reported credit score after they validated my credit score. I explained i will only come if these two items can be assured.  Which he did.   

Thinking I was dealing with a reputable dealer and getting confirmation on my deal breakers I went to the dealer.   Thats when I realized all the lies multiple ppl told me.   In fact, apple care play is not available on any Aramada even though their website specifically says other wise.  The lie is repeated on every individual Aramada SL and Platinum models in stock.   I'm Smart enough not to fall for their sleazy car sales lingo and after a lengthy conversation they admitted their website was wrong.   They know they are mis advertising their cars to get you to come in.  Then they asked what I was currently paying on my Aramada.   Again, Im smart enough Never to fall for this sleazy sales tactic.    Dont for fall for that trick,  you'll Get screwed. Its another way they try and manipulate you.  

Thinking a  0% loan on a 2020 would be a better financial move, I started talking price and financial Terms and they repeatedly lied again.   Suddenly the sales price increased from the online posted  sticker price online for the specific car I was interested in.    Their offer also didnt discount the car the same amt as advertised online.   More lies.   Next they tried to add a $2995.00  junk fee for the dealer to provide their regular day to day services you get buying a car. I called them out on every lie and manipulation.  On round three of negotiations,   I was now told 0% interest rate was not available on Armadas at all.   Hard to know where the degree of lying occurred here.  Either 0% is never offered on Armada's or they will only Give you 0% interest rate if you are willing to way over pay on a vehicle to the tune of $5-6K in my instance.  

Buyer beware!   I will never buy a car from Clay Cooley!   They  tell lies after lies after lies to sell over priced cars

Be an educated consumer.   Get approved for financing at a bank before going to dealer.   Make them itemize every detail About your deal before agreeing or signing anything.  If they tried to offer a deal with a piece of paper consisting of 4 blocks with their offer.  Tear it up in front of them.  Demand to have a formal
Line item detailed offer with all the specifics of the offer.   Sales price, discounts,   Any additional dealer junk fees they try to add, interest rate, term of loan, etc.     Then verify the sales price and discounts available against what is listed online for The specific vehicle ID number you want.  

Also, never answer their question about what you want your car payment to be.  Another sleazy sales tactic that will cause you to over pay!",1,1058,Texas_without_threshold\Nissan114 Reviews of Clay Cooley Nissan.csv
